page_id,text_id,title,original_title,full_bibliographic_entry,year,publisher,location,language,page_count,clean_content,categories,main_category,time_period
970,28579,'''Colloque Stefan Zweig''',30 November-1 December 1981,'''Colloque Stefan Zweig''' [30 November-1 December 1981]. This colloquium was organized by the Austrian Institute of Paris [l'Institut Autrichien de Paris] and German Department of the University of Metz [le Département d'Allemand de l'Université de,1981.0,Ouverture du colloque - allocution,Paris,,,"'''Colloque Stefan Zweig''' [30 November-1 December 1981]. This colloquium was organized by the Austrian Institute of Paris [l'Institut Autrichien de Paris] and German Department of the University of Metz [le Département d'Allemand de l'Université de Metz]. It was held in the l'Université de Metz, Faculté des Lettres, salle 32\n\n'''Lectures:'''\n\nJean David [President de the University of Metz]: ""Ouverture du colloque - allocution""\nPierre Grappin [Professor at the University of Metz]: ""Stefan Zweig, écrivain de l'entre-deux-guerres""\nTheodor Csokor: ""Erinnerungen an Stefan Zweig"" [Presented by Dr. R. Novak, the deputy leader of the Austrian Cultural Institute [Österreichisches Kulturinstitut]\nFilm: ''La Confusion des sentiments'' [based on Stefan Zweig's novella ""Verwirrung der Gefuhle]\nKlaus Zelewitz [Professeur Ã l'Université de Salzbourg]: ""Stefan Zweig als Biograph""\nJean-Paul Bier [Professeur Ã l'Université d'Anvers]: ""Der Erzähler als Chronist - ''Kleine Chronik'' in ihrem literarischen Kontext""\nJoseph Strelka [Professeur Ã l'Université d'Albany]: ""Stefan Zweig und Balzac""\nDonald A. Prater [Genéve]: ""Stefan Zweig et Heinrich Heine""\nMichel Reffet [Université de Metz]: ""Stefan Zweig et Franz Werfel - deux fois 'Jérimie'""\nJean-Jacques Lafaye [Paris]: ""Stefan Zweig et lui-même 1934-1942""\n\n\n",Symposia and Exhibitions | 19811130,Symposia and Exhibitions | 19811130,Late 20th Century (1981-2000)
2678,17344,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984,,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984,1982.0,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh.,,,,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984,,,Late 20th Century (1981-2000)
2679,17345,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984,,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984,1982.0,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh.,,,,Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984,,,Late 20th Century (1981-2000)
2922,17368,Sobranie sochinenii Stefana Tsveiga v desiati tomakh,,Sobranie sochinenii Stefana Tsveiga v desiati tomakh,,,,,,Sobranie sochinenii Stefana Tsveiga v desiati tomakh,,,
2900,17369,Sobranie sochinenii Stefana Tsveiga v desiati tomakh,,Sobranie sochinenii Stefana Tsveiga v desiati tomakh,,,,,,Sobranie sochinenii Stefana Tsveiga v desiati tomakh,,,
3908,28358,1992 February 19 - April 26: Stefan-Zweig-Ausstellung - Für ein Europa des Geistes,,1992 February 19 - April 26: Stefan-Zweig-Ausstellung - Für ein Europa des Geistes,1992.0,,,,,1992 February 19 - April 26: Stefan-Zweig-Ausstellung - Für ein Europa des Geistes,,,Late 20th Century (1981-2000)
3910,28593,'''Stefan-Zweig-Ausstellung - Für ein Europa des Geistes''',19 February-26 April 1992,"'''Stefan-Zweig-Ausstellung - Für ein Europa des Geistes''' [19 February-26 April 1992]. This exhibition was sponsored by the city of Salzburg and organized by Klemens Renoldner and Hildemar Holl. Layout and graphics by Peter Karlhuber [""Die Ausstell",1992.0,'''Stefan-Zweig-Ausstellung - Für ein Europa des Geistes''' [19 February-26 April,Salzburg,,,"'''Stefan-Zweig-Ausstellung - Für ein Europa des Geistes''' [19 February-26 April 1992]. This exhibition was sponsored by the city of Salzburg and organized by Klemens Renoldner and Hildemar Holl. Layout and graphics by Peter Karlhuber [""Die Ausstellung `Stefan Zweig - Für ein Europa des Geistes' anläßlich der 50. Wiederkehr des Todestages von Stefan Zweig folgt zwei Struktur-Mustern. Als durchgehender Faden leitet die Biographie des Dichters den Besucher wie eine Führung durch die Ausstellungsräume. Parallel und ergänzend dazu werden einzelne thematische Schwerpunkte <nowiki>gesetzt und zeitgeschichtliche Bezüge hergestellt. . . ""]. The exhibition contained some 140 pictures and other Zweig memorabilia\n</nowiki>\nFor a description of the exhibition catalog see Stefan Zweig. Für ein Europa des Geistes. Ausstellung der Stadt Salzburg 1992. \n\nFor a seven-page description of this exhibition, which was converted into a Touring Exhibition under the title ""Stefan Zweig - Ein Österreicher aus Europa (Wanderausstellung)"", contact Dr. Alois Haslinger, Kulturamt der Stadt Salzburg, Postfach 63, Mozartplatz 5, A-5024 Salzburg\n\n\nAusstellungsteil I: Acht Würfel-Vitrinen, V1-V8 (50 x 50 cm, Höhe 120 cm). Drei Lesepulte, P1-P3 (Maße ca. wie Würfel-Vitrinen). Acht Plexiglastafeln, T1-T8 (224 x 50 cm). Sechzehn Porträts, B1-B16 (41 x 31 cm)\n\nAusstellungsteil II: Drei Ausstellungskojen, A, B, C (270 x 270 cm, Höhe 230 cm). Koje A: Wien/Zürich 1881-1918. Koje B: Salzburg 1919-1934. Koje C: London/Petropolis 1934-1942\n\nTechnische Daten\n\nKosten für den Aussteller\n\nBegleitbuch: Klemens Renoldner, Peter Karlhuber, Hildemar Holl. Stefan Zweig - Texte, Bilder, Dokumente. Salzburg: Residenz-Verlag, 1993\n\n\n\n\n",Symposia and Exhibitions | 19920219,Symposia and Exhibitions | 19920219,Late 20th Century (1981-2000)
3912,28367,"1992 February 22: Stefan-Zweig-Tag, Österreichischer Rundfunk",,"1992 February 22: Stefan-Zweig-Tag, Österreichischer Rundfunk",1992.0,1992 February 22: Stefan-Zweig-Tag,,,,"1992 February 22: Stefan-Zweig-Tag, Österreichischer Rundfunk",,,Late 20th Century (1981-2000)
3913,28541,'''Zum 50. Todestag von Stefan Zweig''',18 March 1992,"'''Zum 50. Todestag von Stefan Zweig''' [18 March 1992]. A commemoration and reading organized by the Österreichisches Kulturinstitut and the P.E.N. Zentrum ""German Speaking Writers Abroad"" [London]\n\n""Aus den Tagebüchern Stefan Zweigs"" . Selections",1992.0,'''Zum 50. Todestag von Stefan Zweig''' [18 March,London,,,"'''Zum 50. Todestag von Stefan Zweig''' [18 March 1992]. A commemoration and reading organized by the Österreichisches Kulturinstitut and the P.E.N. Zentrum ""German Speaking Writers Abroad"" [London]\n\n""Aus den Tagebüchern Stefan Zweigs"" . Selections read by Professor Dr. Edward Timms, University of Sussex\n''Verwirrung der Gefühle''. Selections read by Dr. Dorothea McEwan\n''Schachnovelle''. Selections read by Peter Comberti \n\n\n\n\n\n\n\n\n\n",Symposia and Exhibitions | 19920318,Symposia and Exhibitions | 19920318,Late 20th Century (1981-2000)
3917,28379,1992 November 23-27: Stefan Zweig no país do futuro,,1992 November 23-27: Stefan Zweig no país do futuro,1992.0,,,,,1992 November 23-27: Stefan Zweig no país do futuro,,,Late 20th Century (1981-2000)
3915,52829,'''Stefan-Zweig-Symposium / Simpozij o Stefanu Zweigu''',5-6 November 1992,"'''Stefan-Zweig-Symposium / Simpozij o Stefanu Zweigu''' [5-6 November 1992]. The symposium, dedicated to the 50th anniversary of Stefan Zweig's death, was organized by the Pedagogical Faculty [Germanic Section] at the University of Maribor. NB: Alth",1992.0,Stefan Zweig im brasilianischen Exil oder Flucht ohne Zuflucht,Wien,,,"'''Stefan-Zweig-Symposium / Simpozij o Stefanu Zweigu''' [5-6 November 1992]. The symposium, dedicated to the 50th anniversary of Stefan Zweig's death, was organized by the Pedagogical Faculty [Germanic Section] at the University of Maribor. NB: Although the entire program is printed in both Slovenian and German, only the German version will be given here\n\n\n'''5. November'''. Moderation: Anton Janko [Ljubljana]\n\nEröffnung der Stefan-Zweig-Ausstellung. Aus dem Werk Stefan Zweigs liest der Schauspieler Vlado Novak. Begrüßung durch den Dekan der Pädagogischen Fakultät Maribor Jože Vauhnik. Begrüßungsansprache des Vorstandes der Abteilung für Germanistik Karmen Teržan \n\nBrunhild E. Blum [Wien]: ""Stefan Zweig im brasilianischen Exil oder Flucht ohne Zuflucht""\n\nNeva Å libar [Ljubljana] und Vesna Kondriā-Horvat [Maribor]: ""Modelle der Rezeption Stefan Zweigs""\n\nMirko Križman [Maribor]: ""Stefan Zweigs essayistische und dichterische Aussagenuancen über Dostojewski""\n\nEröffnung der Ausstellung ""Die Zeit gibt die Bilder"" in der Universitätsbibliothek Maribor. Moderation: Murray G. Hall [Wien]\n\nKlemens Renoldner [Wien]: ""Stefan Zweig - über Europa zurück nach Österreich""\n\nHildemar Holl [Salzburg]: ""Stefan Zweig und der PEN-Klub""\n\nMatjaž Birk [Maribor]: ""Der Briefwechsel zwischen Stefan Zweig und Joseph Roth""\n\n\n'''6. November'''. Moderation: Mirko Križman\n\nMira Miladinoviā‡ [Ljubljana]: ""Die Welt von Gestern""\n\nMurray G. Hall [Wien]: ""Stefan Zweig und sein Wiener Verleger Herbert Reichner""\n\nHeinz Lunzer [Wien]: ""Stefan Zweig und Joseph Roth - Reaktionen auf den Antisemitismus von 1933""\n\nAnton Janko [Ljubljana]: ""Die Geschichte von morgen. Zweigs Gedanken zu einer neuen Geschichte der Völker""\n\n\n\n\n\n",Symposia and Exhibitions | 19921105/6,Symposia and Exhibitions | 19921105,Late 20th Century (1981-2000)
3914,28547,'''Stefan Zweig - Robert Musil''',19-20 October 1992,"'''Stefan Zweig - Robert Musil''' [19-20 October 1992]. A symposium organized by the Universidad Nacional Autónoma de México, Ciudad de México [Mexico City]\n\n'''Lectures:'''\n\nJ. M. P. Gay [Mexiko]: Robert Musil und der Roman des 20. Jahrhunderts\",1992.0,'''Stefan Zweig - Robert Musil''' [19-20 October,Salzburg,,,"'''Stefan Zweig - Robert Musil''' [19-20 October 1992]. A symposium organized by the Universidad Nacional Autónoma de México, Ciudad de México [Mexico City]\n\n'''Lectures:'''\n\nJ. M. P. Gay [Mexiko]: Robert Musil und der Roman des 20. Jahrhunderts\nK. Zelewitz [Salzburg]: Stefan Zweig ist aktuell! Ist Stefan Zweig aktuell? Versuch einer Zwischenbilanz nach der ersten Hälfte des Zweig-Jahres 1992\nP. Kampits [Wien]: Zur Sprachphilosophie Wittgensteins\nJ. Holzner [Innsbruck]: Friedensbücher in der österreichischen Literatur: Stefan Zweig, Vicki Baum, Theodor Kramer, Ernst Waldinger \nS. Nudelsteher [Mexiko]: Der Einfluß von Stefan Zweig und Robert Musil auf die lateinamerikanische Literatur\nJ. Holzner / K. Zelewitz: Literatur aus Österreich im sich verändernden deutschen Sprachraum\n\n\n\n\n",Symposia and Exhibitions | 19921019/20,Symposia and Exhibitions | 19921019,Late 20th Century (1981-2000)
3924,28595,'''Stefan Zweig (1881-1942) oder Das Gewissen gegen die Gewalt''',27-28 February 1993,"'''Stefan Zweig (1881-1942) oder Das Gewissen gegen die Gewalt''' [27-28 February 1993]. This symposium was organized by Friedbert Holz and held at the Katholische Akademie Schwerte, Germany \n\n'''27 February'''\n\nDonald A. Prater[Gingins, Switzerl",1881.0,Ein Zustand in der Schwebe - Stefan Zweig im Exil,Berlin,,,"'''Stefan Zweig (1881-1942) oder Das Gewissen gegen die Gewalt''' [27-28 February 1993]. This symposium was organized by Friedbert Holz and held at the Katholische Akademie Schwerte, Germany \n\n'''27 February'''\n\nDonald A. Prater[Gingins, Switzerland]: ""Ein Zustand in der Schwebe - Stefan Zweig im Exil""\nJürgen Wertheimer [Tübingen]: ""Stefan Zweig und die Psychologie um 1990""\nArnold Bauer [Berlin]: ""Stefan Zweig - ein Europäer""\n\n\n'''28 February'''\n\nArnold Bauer [Berlin]: ""Der Erfolgsautor Stefan Zweig""\n\n\n\n\n",Symposia and Exhibitions | 19930227/28,Symposia and Exhibitions | 19930227,During Lifetime (1881-1942)
3923,28423,Exhibitions,,Exhibitions,,,,,,Exhibitions,Symposia and,Symposia and,
3926,28448,"1993 January 20 - March 26: Die Zeit gibt die Bilder, ich spreche nur die Worte dazu - Stefan Zweig 1881-1942",,"1993 January 20 - March 26: Die Zeit gibt die Bilder, ich spreche nur die Worte dazu - Stefan Zweig 1881-1942",1993.0,1993 January 20 - March 26: Die Zeit gibt die Bilder,,,,"1993 January 20 - March 26: Die Zeit gibt die Bilder, ich spreche nur die Worte dazu - Stefan Zweig 1881-1942",,,Late 20th Century (1981-2000)
3918,29954,"'''Die Zeit gibt die Bilder, ich spreche nur die Worte dazu. Stefan Zweig 1881-1942'''",20 January-26 March 1993,"'''Die Zeit gibt die Bilder, ich spreche nur die Worte dazu. Stefan Zweig 1881-1942''' [20 January-26 March 1993]. An exhibition held in the foyer of the Münchner Stadtbibliothek Am Gasteig. The exhibition was organized by the Kulturzentrum der Israe",1881.0,Im Unrecht nicht selber ungerecht werden! Stefan Zweig und der Nationalsozialismus,Volker Michels,,,"'''Die Zeit gibt die Bilder, ich spreche nur die Worte dazu. Stefan Zweig 1881-1942''' [20 January-26 March 1993]. An exhibition held in the foyer of the Münchner Stadtbibliothek Am Gasteig. The exhibition was organized by the Kulturzentrum der Israelitischen Kultusgemeinde München and the Münchner Stadtbibliothek am Gasteig. See the catalogue Die Zeit gibt die Bilder, ich spreche nur die Worte dazu - Stefan Zweig 1881-1942\n\n'''Associated events''':\n\nVolker Michels: ""Im Unrecht nicht selber ungerecht werden! Stefan Zweig und der Nationalsozialismus"". Lecture, 10 February \n\nWolf Euba: ""Stefan Zweig: Meine drei Leben"". A reading from selected works of Zweig by the actor Wolf Euba, 17 March\n \nFilms of Zweig's works shone: 26 January, ''Brennendes Geheimnis'']; 1 February, ''Beware of Pity''; 9 February, ''Letter from an Unknown Woman''; 16 February, ''Angst''; 24 February, ''Schachnovelle''; 9 March, ''La ruelle au clair de lune''; 16 March, ''Rausch der Verwandlung'' [Parts I & II. France/Germany, 1986 [I] & 1989 [II], 87 & 88 minutes. Directed by Edouard Molinaro. Starring Vera Tschechowa, Mario Adorf & Kurt Meisel\n\n\n\n\n",Symposia and Exhibitions | 19930120,Symposia and Exhibitions | 19930120,During Lifetime (1881-1942)
2923,17370,Izbrannye sochineniia v chetyrekh tomakh,,Izbrannye sochineniia v chetyrekh tomakh,,,,,,Izbrannye sochineniia v chetyrekh tomakh,,,
2924,17371,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,,,,,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,,
2905,17373,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,,,,,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,,
2901,17372,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,,,,,Sobranie sochinenii Stefana Tsveiga v shesti tomakh,,,
5085,35959,1994 April 20 - May 14: Stefan Zweig,,1994 April 20 - May 14: Stefan Zweig,1994.0,,,,,1994 April 20 - May 14: Stefan Zweig,,,Late 20th Century (1981-2000)
5084,35958,'''1994 April 20 - 1994 May 14: Stefan Zweig'''\n\nStefan Zweig,20 April 1994-14 May 1994,"'''1994 April 20 - 1994 May 14: Stefan Zweig'''\n\nStefan Zweig [20 April 1994-14 May 1994]. This exhibition was held at the Bibliothèque principale de la Ville de Namur. See: Pauls, Georg: ''Stefan Zweig: exposition du 20 avril au 14 mai 1994'', a f",1994.0,the Bibliothèque principale de la Ville de Namur \n\n\n[[Category:Symposia and Exhibitions | 1994420]],See,,,"'''1994 April 20 - 1994 May 14: Stefan Zweig'''\n\nStefan Zweig [20 April 1994-14 May 1994]. This exhibition was held at the Bibliothèque principale de la Ville de Namur. See: Pauls, Georg: ''Stefan Zweig: exposition du 20 avril au 14 mai 1994'', a forty-two-page prospectus to the exhibition published by the Bibliothèque principale de la Ville de Namur \n\n\n",Symposia and Exhibitions | 1994420,Symposia and Exhibitions | 1994420,Late 20th Century (1981-2000)
3925,28596,"'''Stefan Zweig, Leben und Werk'''",30 November 1994-3 February 1995,"'''Stefan Zweig, Leben und Werk''' [30 November 1994-3 February 1995]. This exhibition, organized by Volker Michels, was held at the Literaturhaus Magdeburg. See: ''Stefan Zweig 1881-1942'', an eight-page prospectus to the exhibition published by the",1994.0,"the Landeshauptstadt Magdeburg, Kulturamt \n\n\'\'\'Contains:\'\'\'\n<lst type=bracket start=1>\nFour photographs [Zweig, 26 August 1936, inscribed to Jaques Chermont; Zweig in Ossining, NY, summer 1941; Lotte Zweig 1937/38; Zweig as a student 1902]\nFacsimiles of Zweig\'s signet, his Ex Libris and the pen-drawing of Zweig by B[enedikt] F[red] Dolbin\nA three-page biographical listing of his life and works and an excerpt from Volker Michels\'s essay \""Stefan Zweig, ein Humanist im Kreuzfeuer der Ideologien\""",See,,,"'''Stefan Zweig, Leben und Werk''' [30 November 1994-3 February 1995]. This exhibition, organized by Volker Michels, was held at the Literaturhaus Magdeburg. See: ''Stefan Zweig 1881-1942'', an eight-page prospectus to the exhibition published by the Landeshauptstadt Magdeburg, Kulturamt \n\n'''Contains:'''\n\nFour photographs [Zweig, 26 August 1936, inscribed to Jaques Chermont; Zweig in Ossining, NY, summer 1941; Lotte Zweig 1937/38; Zweig as a student 1902]\nFacsimiles of Zweig's signet, his Ex Libris and the pen-drawing of Zweig by B[enedikt] F[red] Dolbin\nA three-page biographical listing of his life and works and an excerpt from Volker Michels's essay ""Stefan Zweig, ein Humanist im Kreuzfeuer der Ideologien"". See: Stefan Zweig: Leben und Werk im Bild [1981], No. 10, pp. 330-351\n\n\nIn conjunction with the exhibition there were also\n\nA reading on 8 December 1994 entitled ""Bahnsteig Europa. Eine Zeitreise 50 (52) Jahre nach dem Tod von Stefan Zweig"". The text was read by Ernst Jani, Ortheater [Laufen]\nTwo films were also presented as part of the exhibition: ''Schachnovelle'' [Roxy Film, 1960, with Curd Jürgens] on 15 and 16 December, 1994, and ''Brennendes Geheimnis'' [Vestron Pictures, 1989, with Klaus Maria Brandauer] on 26 and 27 January 1995\n\n\n\n\n",Symposia and Exhibitions | 19941130,Symposia and Exhibitions | 19941130,Late 20th Century (1981-2000)
3930,28504,"1995 December 9 - January 1, 1996: Stefan Zweig - ein Österreicher aus Europa",,"1995 December 9 - January 1, 1996: Stefan Zweig - ein Österreicher aus Europa",1995.0,1995 December 9 - January 1,,,,"1995 December 9 - January 1, 1996: Stefan Zweig - ein Österreicher aus Europa",,,Late 20th Century (1981-2000)
3941,28503,"1995 December 9 - January 1, 1996: Stefan Zweig - ein Österreicher aus Europa",,"1995 December 9 - January 1, 1996: Stefan Zweig - ein Österreicher aus Europa",1995.0,1995 December 9 - January 1,,,,"1995 December 9 - January 1, 1996: Stefan Zweig - ein Österreicher aus Europa",,,Late 20th Century (1981-2000)
3929,28559,'''Stefan Zweig - ein Österreicher aus Europa''',,"'''Stefan Zweig - ein Österreicher aus Europa'''. This was a touring exhibition from 9 December 1995 to 1 January 1996. The invitation to the exhibition reads as follows: ""Zur Eröffnung der Ausstellung am Samstag, dem 9. Dezember 1995, um 17.30 Uhr i",1995.0,"Zur Eröffnung der Ausstellung am Samstag, dem 9. Dezember 1995, um 17.30 Uhr im Museum im `Stern' laden wir Sie und Ihre Freunde herzlich ein. Einführung: Siegfried Schönle, Kassel. Lesung aus der Schachnovelle: Carlo Ghirardelli, Kassel. Musik: Diego Jascalevich, Buenos Aires. Rudolf Bialas, Vorsteher des Museumsvereins; Paul Mohr, Bürgermeister; Walter Seulen, Stadtdirektor. 9. Dezember 1995 - 1. Januar 1996. Museum im `Stern', Sternstraße 35, 34414 Warburg",The invitation to the exhibition reads as follows,,,"'''Stefan Zweig - ein Österreicher aus Europa'''. This was a touring exhibition from 9 December 1995 to 1 January 1996. The invitation to the exhibition reads as follows: ""Zur Eröffnung der Ausstellung am Samstag, dem 9. Dezember 1995, um 17.30 Uhr im Museum im `Stern' laden wir Sie und Ihre Freunde herzlich ein. Einführung: Siegfried Schönle, Kassel. Lesung aus der Schachnovelle: Carlo Ghirardelli, Kassel. Musik: Diego Jascalevich, Buenos Aires. Rudolf Bialas, Vorsteher des Museumsvereins; Paul Mohr, Bürgermeister; Walter Seulen, Stadtdirektor. 9. Dezember 1995 - 1. Januar 1996. Museum im `Stern', Sternstraße 35, 34414 Warburg""\n\n\n\n",Symposia and Exhibitions | 19951209,Symposia and Exhibitions | 19951209,Late 20th Century (1981-2000)
3939,28472,"1995 January 28: ""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen",,"1995 January 28: ""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen",1995.0,Der große Europäer,,,,"1995 January 28: ""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen",,,Late 20th Century (1981-2000)
3940,28471,"1995 January 28: ""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen",,"1995 January 28: ""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen",1995.0,Der große Europäer,,,,"1995 January 28: ""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen",,,Late 20th Century (1981-2000)
3938,28557,"'''""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen'''.",28 January 1995,"'''""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen'''. [28 January 1995]. A conference held at the Thomas-Morus-Akademie/Kardinal-Schulte-Haus, Bensberg. The program was coordinated by Angela Schultz [Düsseldorf]\n\n'",1995.0,"'''""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen'''. [28 January",Frankfurt,,,"'''""Der große Europäer"" Stefan Zweig. Ein Dichter als Mittler zwischen den Kulturen'''. [28 January 1995]. A conference held at the Thomas-Morus-Akademie/Kardinal-Schulte-Haus, Bensberg. The program was coordinated by Angela Schultz [Düsseldorf]\n\n'''Lectures:'''\n\nVolker Michels [Frankfurt am Main]. ""Die Tat beginnt immer mit dem Traum"". Stefan Zweig - ein Europäer ohne Europa?\nEdwin Lüer [Düsseldorf]. Der neue Turm von Babel. Europäische Motive bei Stefan Zweig und Rainer Maria Rilke \nArnulf Krause [Bonn]. Triumph und Tragik des Humanisten. Stefan Zweig und Erasmus von Rotterdam\n\n\n",Symposia and Exhibitions | 19950128,Symposia and Exhibitions | 19950128,Late 20th Century (1981-2000)
